200714364,11.5,4,9.15,5,10.5,40.15,12.8
200714620,6.15,2,8.85,7.20,14.15,38.35,14.7
200730448,12.39,3,7,6.79,13.35,42.53,16.6
200819085,14.13,3,0,6.5,13.1,36.73,18.5
201020127,12.06,5,8.07,6.1,13.14,44.37,20.4
